Bracket Type=4,,,,,,,,,,,
Sample Type,File Name,Sample ID,Comment,L2 Client,Path,Instrument Method,Position,Inj Vol,L1 Study,L3 Laboratory,Sample Name
Unknown,N250527_CLU0120_HILICpos_006,HRE.p2Std.112020_07_01_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:F5,5,CLU0120_MEC,CM,HRE_Pool
Unknown,N250527_CLU0120_HILICneg_006,HRE.p2Std.112020_07_01_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:F5,5,CLU0120_MEC,CM,HRE_Pool
Unknown,N250527_CLU0120_HILICpos_007,K0825678_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_007,K0825678_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_008,K0814801_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_008,K0814801_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_009,K0825694_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_009,K0825694_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_010,K0825685_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_010,K0825685_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_011,K0825710_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_011,K0825710_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_012,K0825701_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A11,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_012,K0825701_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A11,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_013,K0825726_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A13,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_013,K0825726_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A13,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_014,K0825717_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A15,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_014,K0825717_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A15,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_015,K0825742_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A17,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_015,K0825742_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A17,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_016,K0825733_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:A19,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_016,K0825733_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:A19,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_017,K0825679_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_017,K0825679_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_018,K0814819_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_018,K0814819_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_018_PFAS-MSMS,K0814819_1_PFAS-MSMS,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527//MSMS,C:\Xcalibur\methods\Aria Methods\240802_HILICpos_BottomPump_Channel1_Water_PFAS-inc-ddMS2,R:C3,5,CLU0120_MEC,CM,PFAS-MSMS
Unknown,N250527_CLU0120_HILICneg_018_PFAS-MSMS,K0814819_2_PFAS-MSMS,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527//MSMS,C:\Xcalibur\methods\Aria Methods\240802_HILICneg_TopPump_Channel2_Water_PFAS-inc-ddMS2,R:C3,5,CLU0120_MEC,CM,PFAS-MSMS
Unknown,N250527_CLU0120_HILICpos_019,K0825695_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_019,K0825695_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_020,K0825686_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_020,K0825686_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_021,K0825711_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_021,K0825711_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_022,K0825702_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C11,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_022,K0825702_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C11,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_023,K0825727_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C13,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_023,K0825727_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C13,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_024,K0825718_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C15,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_024,K0825718_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C15,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_025,K0825743_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C17,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_025,K0825743_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C17,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_026,K0825734_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:C19,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_026,K0825734_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:C19,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_027,HRE.p1Std.112020_07_02_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:D3,5,CLU0120_MEC,CM,HRE_Pool
Unknown,N250527_CLU0120_HILICneg_027,HRE.p1Std.112020_07_02_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:D3,5,CLU0120_MEC,CM,HRE_Pool
Unknown,N250527_CLU0120_HILICpos_028,HRE.p2Std.112020_07_02_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:H5,5,CLU0120_MEC,CM,HRE_Pool
Unknown,N250527_CLU0120_HILICneg_028,HRE.p2Std.112020_07_02_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:H5,5,CLU0120_MEC,CM,HRE_Pool
Unknown,N250527_CLU0120_HILICpos_029,K0825680_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_029,K0825680_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_030,K0825671_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_030,K0825671_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_031,K0825696_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_031,K0825696_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_032,K0825687_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_032,K0825687_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_033,K0825712_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_033,K0825712_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_034,K0825703_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E11,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_034,K0825703_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E11,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_034_MSMS,K0825703_1_MSMS,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527//MSMS,C:\Xcalibur\methods\Aria Methods\240801_HILICpos_BottomPump_Channel1_Water+PP-ddMS2,R:E11,5,CLU0120_MEC,CM,MSMS
Unknown,N250527_CLU0120_HILICneg_034_MSMS,K0825703_2_MSMS,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527//MSMS,C:\Xcalibur\methods\Aria Methods\240801_HILICneg_TopPump_Channel2_Water+PP-ddMS2,R:E11,5,CLU0120_MEC,CM,MSMS
Unknown,N250527_CLU0120_HILICpos_035,K0825728_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E13,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_035,K0825728_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E13,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_036,K0825719_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E15,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_036,K0825719_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E15,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_037,K0825744_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E17,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_037,K0825744_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E17,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_037_PFAS-MSMS,K0825744_1_PFAS-MSMS,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527//MSMS,C:\Xcalibur\methods\Aria Methods\240802_HILICpos_BottomPump_Channel1_Water_PFAS-inc-ddMS2,R:E17,5,CLU0120_MEC,CM,PFAS-MSMS
Unknown,N250527_CLU0120_HILICneg_037_PFAS-MSMS,K0825744_2_PFAS-MSMS,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527//MSMS,C:\Xcalibur\methods\Aria Methods\240802_HILICneg_TopPump_Channel2_Water_PFAS-inc-ddMS2,R:E17,5,CLU0120_MEC,CM,PFAS-MSMS
Unknown,N250527_CLU0120_HILICpos_038,K0825735_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:E19,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_038,K0825735_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:E19,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_039,K0822000_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:G1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_039,K0822000_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:G1,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_040,K0825672_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:G3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_040,K0825672_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:G3,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_041,K0825697_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:G5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_041,K0825697_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:G5,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_042,K0825688_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:G7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_042,K0825688_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:G7,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_043,K0825713_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:G9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICneg_043,K0825713_2,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240411_HILICneg_120k_TopPump_Channel2,R:G9,5,CLU0120_MEC,CM,Study_Sample
Unknown,N250527_CLU0120_HILICpos_044,K0825704_1,7,13,E:/Projects/CLU0120_MEC_HILIC/1-Raw_Files/Batch_07_250527/,C:\Xcalibur\methods\Aria Methods\240611_HILICpos_120k_BottomPump_Channel1,R:G11,5,CLU0120_MEC,CM,Study_Sample
